State,County,IT_WholeRate,HighSchool_WholeRate,MedianInc_WholeAvg,republican_rate,Segregation,urban,racial_weighted_bias,hesitancy,HighSchool_Disparity,IT_Disparity,MedianInc_Disparity,CvdVax_DisparityY,vehicle,FacNumRate,CaseRate,Black_Prop,Test
New York,Dutchess,91.4,91.1,81.219,4438.809715,52.89636141,1,39.15742614,13,8.2,6,32.006,18.3104101,91.8,0.021412694,9.525929753,12.05092822,0
New York,Erie,86.1,91.8,58.121,4175.861114,72.48668034,1,41.18910416,14,10.5,15.6,34.308,24.71178357,86.7,0.02111675,9.023709538,13.96840325,1
New York,Fulton,82.3,87.3,50.482,6483.956656,61.0588116,0,36.84735917,16,3.5,-0.3,26.872,15.13034373,90.7,0.018732555,7.667234888,2.244160126,0
New York,Genesee,85.9,92.2,60.524,6463.498151,50.09966366,0,40.0509905,17,9.5,8,32.807,19.82821767,91.8,0.026187151,8.863477654,3.186103352,0
New York,Jefferson,87.2,91,52.685,5844.964423,52.92729244,0,39.25869323,19,4.9,-1.3,-0.095,27.23242068,91.1,0.026403482,4.981153377,6.796620354,1
New York,Kings,82.3,82.4,60.231,2220.343697,74.58731946,1,33.77370875,14,7.2,-1.1,34.207,7.56743109,44.2,0.017149087,10.3796511,33.7840926,0
New York,Livingston,88,90.6,59.51,5792.844171,46.0797161,1,39.09126098,15,12.5,12.8,32.99,23.79274453,92.2,0.025431541,6.392853737,2.954827224,0
New York,Madison,84.9,92,61.633,5409.503659,75.45508299,1,40.4282018,15,2,3.3,-1.67,23.70850457,94.4,0.019734709,6.074061544,2.024217307,0
New York,Monroe,88.6,90.4,60.075,3837.364919,62.44016901,1,39.35761596,14,16,11.2,37.424,23.15604162,88.7,0.019817464,8.265904526,16.24506249,0
New York,Montgomery,79.3,86.8,49.462,6031.708471,58.75888025,0,39.54923114,16,21.1,-0.7,24.403,22.21483341,86.4,0.030474797,7.945795494,3.252676703,1
New York,Nassau,93.2,91.4,116.1,4471.647421,76.32250128,1,43.77716234,10,4.8,3.1,26.893,17.75230063,93,0.014812915,13.09255345,13.07582444,1
New York,New York,87.3,87.3,86.553,1225.85278,68.35208127,1,37.057964,11,16.9,14.4,90.516,19.51267222,23,0.025664546,8.138424,17.78853888,1
New York,Niagara,84.8,91.2,55.522,5387.009992,62.34888344,1,38.41389248,15,10,15.6,34.041,19.04394549,90.5,0.023891323,8.776238646,7.429723673,0
New York,Oneida,85.8,88.5,56.027,5677.406543,65.75380686,1,40.39631598,15,20.4,5.4,29.458,22.86475768,88.8,0.021428165,9.389909521,7.124209016,0
New York,Onondaga,83.4,91,61.359,3887.332421,64.91619714,1,38.49665141,14,15.8,20.7,35.096,28.49838547,87.9,0.020194212,7.842954174,12.01099607,0
New York,Ontario,89.7,93.9,64.944,4868.557824,54.69341493,1,40.2660101,13,9.1,10.8,38.563,20.69507933,92.7,0.020951565,6.287291509,2.7574082,1
New York,Orange,82.1,89.7,79.944,4938.785234,45.05899675,1,41.99503486,14,2.2,-1.6,16.372,8.091957847,90.5,0.020522679,12.00784538,13.20049878,1
New York,Orleans,84.4,87.7,52.62,6682.096214,54.33335642,1,39.13463803,17,16.2,9.3,13.53,18.69605275,92,0.027260111,6.894329897,6.361518636,0
New York,Otsego,83.3,91.7,54.028,5136.795485,51.40535269,0,40.29846616,15,5.6,4.6,0.39,15.07170016,91.2,0.02017044,5.378784059,2.529709378,1
New York,Putnam,94.8,93,104.486,5327.66902,40.81890469,1,38.97238997,12,0.8,-5.4,-9.229,16.04727625,95.2,0.016273393,10.40581774,3.943246542,1
New York,Queens,87.5,82,68.666,2699.273983,78.38181207,1,37.64812129,11,4.6,0.7,8.031,3.734462034,63.2,0.015129613,11.72922163,20.68519845,0
New York,Rensselaer,89,91.9,68.991,4605.968831,65.18610478,1,39.90891586,14,9.1,6.2,32.042,21.98772605,90.2,0.020792117,6.747356881,8.062300742,0
New York,Richmond,86.1,88.7,82.783,5705.218063,67.53481032,1,41.30029371,12,7.4,10.7,46.914,11.70724185,83.4,0.015331529,14.90413594,11.62759927,0
New York,Rockland,80,88.2,93.024,4869.490003,56.50850132,1,38.68857595,14,6.1,-9.6,17.019,7.976347312,89.4,0.014733462,14.03945498,13.0796313,1
New York,Saratoga,92.6,94,84.291,4623.163705,48.16550808,1,37.28977893,12,13.4,4,15.874,18.14520675,95.7,0.014791419,6.288093343,2.011197974,0
New York,Schenectady,87.8,90.7,65.499,4108.331329,58.515984,1,40.52370174,14,9.1,5.5,41.006,32.1321556,88.6,0.018029736,8.007134624,12.74509173,0
New York,Schoharie,80.7,89.7,57.714,6314.883306,32.39753747,1,39.20532937,15,6.6,-6.6,-6.492,16.84563842,93.6,0.019355463,5.016290848,1.567792509,0
New York,Seneca,82.3,84.8,54.545,5338.760336,43.61946592,0,38.78390046,15,40.1,-14.1,21.097,29.33504993,91.9,0.014698965,5.541509878,5.412158984,0
New York,St. Lawrence,83.2,88.7,50.94,5495.433127,74.32531851,0,38.7711694,17,27,-5.9,-2.66,26.35077549,90.3,0.02320401,5.777798404,2.550584741,0
New York,Steuben,82.5,90.5,53.663,6384.490415,48.52508016,0,37.29112779,16,6.6,-1.8,8.044,4.159767415,91,0.022017425,6.614663605,1.692196395,1
New York,Suffolk,90.9,90.6,101.031,4941.448348,57.94150963,1,40.85171273,11,7.7,3.9,24.023,16.10742595,94.7,0.015237698,13.1327962,8.815990237,0
New York,Sullivan,84.7,86.7,57.426,5388.901721,54.33865898,0,38.70135632,14,8.6,-1,20.794,13.62009868,89.8,0.023862552,8.175575353,9.983826493,0
New York,Tompkins,87.7,94.4,60.24,2428.487011,46.60274916,1,38.81820618,12,8.7,11.5,36.593,7.918800815,85.2,0.015658642,3.97729497,4.425523586,0
New York,Ulster,89.4,90.7,64.304,3859.303293,47.05894053,1,37.1404547,14,8,2.5,30.564,21.80130512,92.5,0.023652244,7.367110991,7.231955309,0
New York,Washington,83.5,87.9,57.258,5674.36728,65.75059358,1,40.44300756,14,23.8,-9.9,-15.793,28.6060248,92.7,0.021240442,4.684334357,3.53408274,1
New York,Wayne,85.3,89.2,59.449,5860.356935,54.33114541,1,40.47566038,15,20,8.3,35.97,14.62850774,93.2,0.024466736,5.863119731,3.142863498,1
New York,Westchester,89.8,88.1,96.61,3131.787274,60.27666952,1,39.61100596,11,8.5,9.5,60.136,18.47749258,85.5,0.017260875,13.01418286,16.69271302,0
North Carolina,Alamance,82.5,86.3,49.688,5359.025378,39.76669744,1,40.55723316,18,5.8,8.4,23.065,1.255282426,94.7,0.016518297,10.29738834,20.86555876,0
North Carolina,Brunswick,86.4,91.3,58.236,6204.728258,41.33418015,1,40.50965837,15,4.3,15.2,23.43,10.82384242,96,0.024506372,6.203612939,10.01820473,0
North Carolina,Buncombe,84.6,91.1,52.207,3872.817305,48.73654744,1,36.04472972,17,3,11.3,21.255,7.890248478,94.9,0.025651726,6.522812807,6.25021536,0
North Carolina,Burke,78,81.6,44.557,6965.396448,50.51126405,1,39.51596201,19,-0.2,-2.2,10.967,3.396913133,94.9,0.023208267,10.77526662,6.877382992,1
North Carolina,Cabarrus,91.4,89.9,67.328,5409.865517,29.37701038,1,41.36663159,17,3.7,5.3,21.87,3.183993495,95.7,0.018479762,9.665839697,19.6499933,1
North Carolina,Caldwell,84.2,80,44.511,7513.392126,62.14868317,1,40.10048264,20,-1.1,10.8,18.806,2.674989425,95.2,0.01825306,11.1161138,5.157098007,0
North Carolina,Catawba,86.6,85.9,52.056,6797.112416,34.63373035,1,41.69509031,18,10.1,6,17.444,5.883488815,95.1,0.035098495,11.68842564,8.93068674,1
North Carolina,Chatham,81.4,88.9,67.031,4369.238384,31.70968591,1,40.15224998,16,8,21.1,38.963,3.284157533,95.5,0.012085404,6.080300792,12.42648046,0
North Carolina,Craven,86,88.8,52.687,5858.299824,38.3794994,0,41.85039486,19,10,11.6,28.029,6.62726227,93.3,0.024476449,8.903553001,21.35717013,1
North Carolina,Cumberland,87.9,91,46.875,4089.011191,30.05691468,1,44.12327151,22,2.2,4.9,15.223,1.750267144,93.5,0.018479385,8.042109154,39.11936789,1
North Carolina,Davidson,83.2,83.9,49.546,7316.488068,59.56127516,0,41.38007254,19,2.9,8.1,23.134,3.074440404,94.3,0.014915667,9.485767471,10.08299077,0
North Carolina,Duplin,72.5,76,41.764,6077.817925,26.83215813,0,42.86497222,19,11.2,18.2,23.552,-0.307912296,92.6,0.035750157,10.41351015,25.471136,0
North Carolina,Durham,88.9,88.4,60.958,1809.550888,40.54940531,1,38.03245241,17,8.6,9.2,36.31,13.60087182,92,0.018041109,7.54056139,36.88131439,0
North Carolina,Forsyth,84.7,89.2,51.569,4238.809243,47.24343793,1,40.50311288,18,5.9,13,30.192,8.781553041,92.5,0.021187826,9.038308113,27.4785179,1
North Carolina,Franklin,81.9,86.2,55.193,5609.350259,33.01709659,1,40.59976932,19,14.3,18.2,21.451,2.607033544,94.8,0.012915262,9.208581474,25.92667002,0
North Carolina,Gaston,84.3,84.8,52.835,6335.875214,43.67049486,1,40.59023725,19,1.2,7.5,18.119,2.45819816,94.4,0.02894949,11.44885516,17.91438968,1
North Carolina,Granville,82,84.3,55.856,5277.724938,33.68618675,0,41.56049323,20,8,13.5,30.138,-0.348419363,95,0.018198964,9.514749433,31.94910908,0
North Carolina,Guilford,79.3,89.1,53.261,3781.432937,49.02866691,1,40.82928906,18,6.4,13.8,27.634,10.3451087,93.6,0.017126667,8.428181558,35.3959797,0
North Carolina,Harnett,83.7,87.5,53.554,6045.924067,23.61571621,0,43.65417633,21,4.3,6.4,23.087,3.283167259,94.6,0.019121021,8.098487968,21.94137201,0
North Carolina,Henderson,86.1,89.9,55.945,5868.159897,37.14811937,1,40.39355327,16,9.7,5.6,16.645,10.07422138,95.3,0.030659956,8.391459499,3.416881712,0
North Carolina,Hoke,82.5,87.1,48.072,4376.388889,19.81125663,1,42.02680408,22,5.3,13.5,14.671,-3.740185392,94.7,0.012673353,8.167071007,35.47452656,1
North Carolina,Iredell,85.9,89.3,60.955,6561.052745,43.81584748,0,41.59972954,17,7,11.4,30.333,4.228426357,96.6,0.023101548,9.920464671,12.33677656,1
North Carolina,Jackson,75.6,89.4,47.252,5315.483992,52.30665887,0,39.5061028,18,-8.9,35.8,16.42,15.9601733,94.7,0.03186308,8.068186991,2.360143839,0
North Carolina,Johnston,81,86.9,59.865,6150.226293,23.65414319,1,42.70996855,18,6.3,12,15.259,1.402474056,95.9,0.01528621,9.729195229,17.03313764,1
North Carolina,Lee,76.8,83.5,49.994,5687.005767,33.21647919,0,42.36608187,16,9.4,9.7,26.549,3.024882362,94.3,0.01618673,9.401252853,19.98575568,0
North Carolina,Mecklenburg,90.1,90.3,66.641,3171.208188,52.33423402,1,41.16119367,16,5.5,8.9,40.575,9.982294123,94.1,0.018102302,9.681579601,32.97555018,0
North Carolina,Moore,86.4,90.7,59.963,6314.885431,32.55112024,0,41.17971103,17,9.2,9.6,32.331,7.264535114,95.6,0.020816812,8.522006344,11.99544013,0
North Carolina,Nash,82.3,85.6,49.537,4948.459534,33.35792259,1,43.27009135,20,9.1,11,21.251,1.954160301,92.1,0.025451229,11.71498865,41.26386562,0
North Carolina,New Hanover,87.7,93.2,54.891,4815.203424,46.04574432,1,42.41668412,17,6.7,21.4,32.41,8.142842549,93.6,0.019618464,7.862312505,13.4322502,0
North Carolina,Onslow,88.9,91.5,50.278,6392.087229,33.77646092,1,42.5768031,24,5.3,6.8,8.118,-0.001881462,95.3,0.022229183,8.097485071,15.76705837,0
North Carolina,Orange,90.2,92.7,71.723,2381.435755,28.67969747,1,38.05034904,14,8.7,11.2,35.455,9.77924281,95,0.019531776,5.627172068,11.77766104,0
North Carolina,Pender,82.9,87.8,57.24,6435.501363,56.09260613,1,41.58010582,17,13.1,20.3,30.849,-2.251487902,95.8,0.025372661,8.217570568,14.73675864,1
North Carolina,Pitt,83.9,89.3,47.437,4461.969896,32.93317077,1,44.06291806,18,10.7,11.2,24.791,7.628382304,92,0.020471169,10.42591097,35.88208607,1
North Carolina,Randolph,81.8,81.5,47.288,7770.705857,43.20822293,1,41.28086743,20,7.2,3,9.886,-0.14425865,94.8,0.013225027,10.2111132,6.629218958,0
North Carolina,Richmond,76.7,80.9,36.148,5703.403722,20.58709265,0,42.82251526,22,10.8,9.6,20.75,6.965443232,90.7,0.024537688,10.09391242,31.92576234,0
North Carolina,Robeson,63.9,77.3,34.976,5900.978332,35.20497316,0,40.96971258,24,6.2,13.6,16.205,2.473209667,90.1,0.026028708,12.23885167,23.58889952,0
North Carolina,Rockingham,74.1,82.7,43.579,6557.243113,29.04565174,1,42.9457742,20,7.3,18.8,13.755,-3.018527685,92.8,0.018679266,7.991429513,19.00780134,0
North Carolina,Rowan,85.3,85.6,49.842,6730.792862,48.86645015,0,42.01601818,20,0.6,12,13.869,4.128246953,94.2,0.016187152,11.44713136,16.87264231,1
North Carolina,Sampson,70.8,79.3,42.151,6093.728125,24.55351931,0,42.50673352,19,4.2,4.6,18.635,0.114083176,92.3,0.028332625,12.09488281,26.55396578,0
North Carolina,Union,93.7,89.6,80.033,6152.374246,31.64597192,1,42.06518421,17,7.4,0.9,24.531,1.636971686,97.4,0.016259552,9.753646934,12.52902747,0
North Carolina,Wake,93.2,93,80.591,3593.034948,43.41518459,1,40.96840355,14,6.8,7.6,40.339,9.886427048,96,0.019068847,7.569432639,21.03473678,1
North Carolina,Wayne,84.7,84.5,44.416,5536.644731,40.66009873,1,41.26712183,21,6.3,5.4,23.959,1.118399119,91.5,0.022740009,8.786576898,32.36796583,0
North Carolina,Wilson,80.2,80.3,43.877,4813.776827,34.58470116,0,40.30831457,20,12.4,9.8,30.308,5.205783694,90.5,0.020782142,11.44729282,40.48972506,1
Ohio,Wood,89.2,94.3,62.39,5291.297335,50.94643405,1,40.95432652,20,0,-2.6,21.957,16.20356618,95.3,0.016052959,9.789247575,2.831436281,0
Ohio,Wayne,80.9,86.5,58.3,6774.978344,57.18182722,0,40.81035792,23,-1,-5.5,6.045,4.403136706,90.8,0.009506525,7.427188661,1.636850748,0
Ohio,Washington,79.9,90.6,50.021,6964.19094,50.34881616,1,40.51145493,22,12.2,4,18.317,11.18102662,94,0.025037138,8.49092821,1.306938626,0
Ohio,Warren,94.2,93.8,87.125,6465.189757,34.64378204,1,39.29483772,18,12.5,2.5,-6.433,10.50695112,96.9,0.017476407,10.19172897,3.717359613,1
Ohio,Union,91.6,93.4,86.715,6478.995366,53.98394208,1,40.66514768,24,10.8,-3.4,10.9,17.97400355,95.7,0.018647861,9.466332135,2.685291924,0
Ohio,Tuscarawas,80,86,53.243,6921.958093,58.52865303,0,40.78680255,24,13.5,-0.9,32.363,12.91881981,92.7,0.019567982,9.117592703,1.034928849,1
Ohio,Trumbull,80.4,89.4,47.28,5465.726565,61.74220328,1,42.37579462,23,-0.3,12.4,22.549,13.20769507,92.8,0.022225141,7.893460757,8.612242012,0
Ohio,Summit,87.1,91.7,57.181,4452.088505,58.45746646,1,40.79499456,20,5.3,10.5,31.483,19.06195017,91.2,0.02014739,8.4206849,15.10000684,1
Ohio,Stark,87.8,91.6,53.86,5851.922864,56.42455233,1,41.63525542,22,6.1,9.1,30.498,16.08706168,92.7,0.025094035,8.503100328,7.985839409,0
Ohio,Seneca,84.4,91.7,52.5,6621.710654,64.34377488,0,39.11274084,23,14.7,13.8,28.832,12.98415584,93.5,0.016310849,9.313494509,2.662292943,0
Ohio,Scioto,78.7,84.9,41.33,7056.051432,81.61183898,0,40.34938678,24,16.6,8.1,17.424,13.11885527,90.1,0.035849908,8.358339751,2.715298616,1
Ohio,Sandusky,83.6,90.4,54.089,6283.58606,59.96182101,0,40.83345954,20,-1.9,-3.4,13.58,12.89100001,93.6,0.02905089,8.867357053,3.445093817,0
Ohio,Ross,83,87.6,51.092,6690.893801,47.77088612,0,41.49748956,25,10.7,5.1,1.784,7.377280326,93,0.020869747,8.748336942,5.625701093,0
Ohio,Richland,81.5,86.9,49.547,6916.611074,62.51436245,1,40.74895951,23,7.9,7.5,19.848,12.40783711,90.4,0.025587269,9.134655067,9.590273536,1
Ohio,Portage,86.4,92.4,57.618,5550.861778,44.3388618,1,41.05773289,21,-0.1,8.8,21.923,12.92833345,93.9,0.018465402,7.651447072,4.791156303,0
Ohio,Pike,76.5,80.2,42.832,7377.537867,69.91186795,0,40.11949148,25,27.3,-17.1,3.974,17.30047745,91,0.032406741,8.418551059,1.177444909,1
Ohio,Muskingum,82.5,87.8,47.254,6887.543253,53.99567834,0,40.1007631,25,12,4.6,9.478,5.372905566,92.6,0.026677492,10.11076959,3.845038566,0
Ohio,Morgan,75.1,85.3,42.341,7362.348474,39.53903965,0,40.78374309,22,-2.1,-14.8,1.676,9.652153688,93.1,0.013785498,7.361455749,3.122415219,1
Ohio,Montgomery,87.6,90.1,51.542,4807.52608,65.88686467,1,42.03450387,21,5,8.1,26.484,13.34523124,90.2,0.02256967,9.437131245,21.46883411,1
Ohio,Miami,88.2,91.2,61.041,7138.469502,53.52922007,1,39.96381854,22,8,15.2,22.087,8.566633605,94.4,0.011216316,9.859141765,2.440483423,0
Ohio,Medina,90.5,95.1,76.6,6105.209436,52.04317924,1,40.73946666,18,2.2,9.8,17.32,14.50879848,95.9,0.015577537,8.301714642,1.497112592,1
Ohio,Marion,85.3,87.9,47.498,6838.378029,55.60251302,0,40.9909415,24,11.2,-6,13.703,12.06194262,90.8,0.021507689,12.88925076,6.472278125,0
Ohio,Mahoning,85.4,90.9,46.042,5036.150858,66.46668955,1,42.50693575,22,9.4,10.1,25.985,19.38892143,91.5,0.021427041,9.159404066,16.06590783,0
Ohio,Lucas,86,89.3,48.736,4076.755468,56.19106535,1,41.31023743,22,11.4,10.7,29.736,18.82373778,89.7,0.023812414,9.407771251,20.34257193,0
Ohio,Lorain,84.5,89.7,58.427,5052.160764,53.54322856,1,39.01110269,21,7.5,16.4,32.099,18.98008044,93.1,0.018719762,7.825505998,8.971607285,0
Ohio,Logan,85.5,92.6,56.754,7690.068493,54.03690476,0,39.03163114,23,3.9,3.5,6.379,9.007067315,94.6,0.026274304,8.197582764,1.826064109,0
Ohio,Licking,89.2,91.5,64.589,6320.518267,57.18703909,1,39.31321752,21,0.7,-1.9,-13.806,9.555280043,95.2,0.011308252,9.13084778,4.189707229,0
Ohio,Lawrence,80,87.5,45.118,7220.424564,48.12847051,1,41.30303122,24,-5.3,20.4,14.026,4.00546567,92.8,0.035316079,9.198997696,2.134100197,0
Ohio,Lake,90.2,92.3,64.466,5615.860948,60.05973013,1,41.25062862,20,3.5,2.8,20.629,20.5142051,95.2,0.01911805,8.719134126,4.794719942,0
Ohio,Knox,83.8,91.3,57.749,7117.142948,38.23145161,0,39.02125045,24,-4.4,5.5,4.39,4.692144573,92.1,0.019254838,7.055293476,1.050993229,1
Ohio,Jefferson,82.9,91,46.581,6854.63772,57.7702873,1,41.43037526,22,-0.4,0.8,23.43,7.918293551,90.9,0.033677765,8.179104478,5.466513586,1
Ohio,Huron,84,88.5,52.56,6972.963031,37.71737357,0,39.60500929,23,14.2,-13.3,21.466,11.32941497,93.5,0.022311468,9.12024165,1.429650225,1
Ohio,Harrison,77.5,86.8,49.689,7566.296538,76.38385196,0,39.92274814,24,8.5,-16.4,27.769,22.02192597,91.5,0.026595745,7.021276596,2.087765957,0
Ohio,Hancock,88.8,92.5,58.45,6788.451119,45.89078493,0,39.5851425,20,2.1,-3,11.873,11.64110647,93.4,0.017154243,8.880619664,2.05587005,0
Ohio,Hamilton,88,91.4,57.212,4129.661615,62.21442905,1,39.40078216,19,7.7,10.6,37.747,20.77087772,88.2,0.022875373,9.581478532,26.56075491,0
Ohio,Greene,90.6,93.8,68.72,5877.731624,38.35071974,1,38.47391824,19,0.8,5.6,20.634,15.48346311,94.8,0.015982289,8.705020215,7.270757738,0
Ohio,Geauga,81,90.2,82.303,6095.875736,59.45627606,1,40.76743376,17,-0.4,-11.8,38.799,2.876504819,90.8,0.017085073,6.997405205,1.241871243,0
Ohio,Gallia,71.6,84,44.858,7714.327125,28.37673765,0,40.70056582,23,3.2,0,8.167,3.196912691,92.6,0.026757643,7.806542244,2.314536089,0
Ohio,Franklin,89.7,91.2,61.305,3351.542518,55.22321759,1,38.971658,21,6.2,9.5,32.465,21.72911526,92.4,0.018834165,9.304609206,23.79385399,0
Ohio,Fayette,80,85.7,47.308,7511.100539,32.37128581,0,41.08524891,25,18.4,16.2,8.138,11.72083847,93.2,0.021034181,9.745836985,2.348816827,0
Ohio,Fairfield,88.9,92.6,67.609,6099.76344,63.62627336,1,42.11198223,20,0.7,-1.3,-8.049,10.41828608,94.8,0.015230939,9.999746151,8.781271022,1
Ohio,Erie,85,91.8,54.226,5494.94148,67.37546093,1,41.64706143,20,12.6,15.6,28.368,16.1974209,93.2,0.030969757,10.23348504,8.889666873,0
Ohio,Delaware,95.4,96.4,106.908,5265.764121,33.10841818,1,40.28332468,16,6.3,-0.3,17.085,9.654526257,97.5,0.016732241,8.645788017,3.905783141,0
Ohio,Defiance,85.7,91.2,59.931,6731.374877,47.90646007,0,40.85814955,22,9.4,21.9,3.011,8.768065709,94.2,0.028881246,10.61254496,2.103079791,0
Ohio,Darke,84.7,90.8,55.62,8111.176644,53.43635141,0,39.81679715,22,2.2,2.1,24.11,11.88795153,94.6,0.025433843,10.31635787,0.6925831,1
Ohio,Cuyahoga,84,89.8,50.366,3240.596708,71.91569807,1,41.35064295,20,8.1,14.7,32.078,24.10445723,86.8,0.02169914,8.70062636,30.52307882,0
Ohio,Clinton,86.5,88.3,52.815,7547.022707,55.30672667,0,40.86663778,26,-3.5,-9.4,20.255,8.334058863,94.4,0.028593214,8.628002287,2.244567289,1
Ohio,Clermont,89.5,90.2,66.968,6751.715771,38.82581484,1,38.91953658,21,1.9,13.1,22.04,11.15726163,95.2,0.022768229,9.426531285,1.740074021,0
Ohio,Clark,87.5,88.7,50.873,6081.45586,62.99009063,1,39.3360154,24,-0.6,3.1,19.517,9.228216579,91.8,0.021628394,10.18771955,8.965342363,0
Ohio,Champaign,88.9,91.2,60.112,7306.921767,58.34928263,0,40.97281007,23,16.1,9.7,26.711,4.34453404,94.4,0.0180018,8.267969654,2.134499164,0
Ohio,Butler,90.3,90.6,66.117,6127.869292,41.0463902,1,41.14312086,21,1.2,3.6,20.245,10.74504059,94.6,0.016965344,9.857647716,9.210354602,0
Ohio,Brown,81.2,87.9,54.575,7811.907471,47.05658273,1,40.53326129,23,-2.3,13,21.797,7.415036524,94.1,0.023024498,8.908178302,0.996960766,0
Ohio,Belmont,80.4,90.2,50.904,7121.912881,67.05294147,1,40.42745065,22,18.3,10.2,-3.204,12.27543335,92.8,0.029848073,8.408202251,4.242903621,0
Ohio,Athens,80.6,90,40.905,4169.993857,36.06062934,0,38.90028874,23,-4.7,-6.9,3.413,6.163125739,91.8,0.038269016,7.711972079,2.842622499,0
Ohio,Ashtabula,78.2,86,46.7,6091.704046,53.14686296,0,41.18816771,25,6.1,-0.6,22.697,8.661509351,90.7,0.021595829,6.715274421,3.820404973,0
Ohio,Ashland,82.2,88.5,52.823,7351.69331,79.61810017,0,40.99788118,23,16.6,-3.9,-1.556,8.129578445,93.1,0.013088026,7.729414404,0.863809737,0
Ohio,Allen,86.2,90.3,53.131,6900.172942,52.77582689,1,38.62427368,24,7.4,14.4,27.896,7.159321488,91.6,0.029310901,11.09124483,12.52650194,0
Oregon,Washington,92.9,92.2,82.215,3120.704319,45.0114292,1,32.9478521,13,3.1,4.6,11.788,10.60423324,94.1,0.015126531,3.904972141,2.52563199,0
Oregon,Polk,90.4,90.9,62.691,4951.18084,63.60039658,1,32.83799279,16,4.1,10.8,8.495,13.75675681,95.1,0.016262996,4.015798339,1.122146715,0
Oregon,Multnomah,91,91.5,69.176,1803.894038,44.96810102,1,31.15617913,14,9.9,10.2,38.712,13.78552127,87.3,0.019560684,4.314176575,6.011281225,1
Oregon,Marion,89.3,85.2,59.625,4808.165153,54.17146443,1,33.89294363,17,8.6,0.1,29.869,14.21746499,93.9,0.014662841,5.825172935,1.577549178,1
Oregon,Linn,87.4,89.5,55.893,6027.666888,69.82692488,0,33.78227987,16,-8.3,-9.5,-26.966,5.307681161,94.4,0.019267971,3.217751197,0.800776885,1
Oregon,Lane,88.8,91.9,52.426,3642.926458,55.29635534,1,32.72366893,16,0,-2.3,11.93,4.84697701,91.6,0.02120047,3.050773817,1.263129242,0
Oregon,Klamath,84.3,88.1,46.491,6923.076923,66.59220307,0,35.9763153,18,-6.8,-13.8,-2.123,6.613248563,93.3,0.019050969,5.114452358,0.930566546,0
Oregon,Jackson,88.1,90.1,53.412,5052.087865,66.9010681,1,33.122808,17,4.2,-9.3,22.676,8.439172937,93.4,0.032587443,4.497972337,0.976718082,0
Oregon,Douglas,85.7,89.6,47.267,6760.770108,65.0998442,0,33.91066318,17,-5.7,-6.3,0.752,7.914336187,93.3,0.028834024,2.747341863,0.540637953,1
Oregon,Clatsop,87.5,92.1,54.886,4299.781182,55.18692125,0,33.52953331,17,14.3,-12.1,34.286,0.620986011,92.3,0.029832936,2.234984089,0.867641209,0
Oregon,Clackamas,91.2,93.4,80.484,4321.349246,58.00080082,1,34.49783783,14,7.9,-1.3,42.618,1.283523754,94.8,0.017217178,3.694758565,1.194680849,1
Pennsylvania,Montgomery,92.9,94.4,91.546,3635.35147,49.87080444,1,39.87554615,12,5.7,3.7,31.884,17.52329757,94.2,0.022986707,7.865064417,9.98946944,1
Pennsylvania,Dauphin,86,89.8,60.715,4506.270018,57.05752309,1,38.73112362,15,6.3,3.9,25.966,14.92180289,89.9,0.02120022,8.569919403,19.21063317,0
Pennsylvania,Beaver,86.7,93.1,57.807,5817.874673,65.71153165,1,38.43945299,15,4.9,5.5,28.649,9.437356735,91.3,0.021350707,8.672657065,6.452793587,0
Pennsylvania,Monroe,89.6,89.6,63.934,4619.642367,33.77262295,0,40.17981594,15,0.2,-4.7,-5.993,14.91386256,95,0.020555467,7.672475054,16.39151705,0
Pennsylvania,Clarion,80.9,90.1,46.68,7478.582055,51.15581618,0,38.76175763,18,8.1,-0.2,25.327,17.24365651,91,0.033820698,7.705916021,1.274780165,0
Pennsylvania,Lebanon,85,87.2,60.281,6521.939374,45.82746031,1,40.04473552,17,6,-4.9,20.871,17.39146082,93.6,0.016220829,10.38767781,3.737137941,0
Pennsylvania,Lawrence,83.4,90.8,50.204,6423.517666,65.4815689,0,40.51956072,17,2.8,8.9,23.418,11.31504244,91.2,0.029235663,8.239779212,4.356113762,0
Pennsylvania,Cambria,83.2,92,46.659,6813.415706,72.15577191,1,39.81467524,17,7.7,3,29.206,21.24765418,89.7,0.029955758,10.08817746,3.719890623,0
Pennsylvania,Blair,84.2,91.4,49.181,7124.14498,65.95844359,1,40.17560507,18,-1.7,6.5,21.595,10.23287514,90.8,0.027087147,9.814576168,2.020865311,0
Pennsylvania,Clearfield,78.1,87.2,49.015,7407.792603,72.5405887,0,38.32046863,18,21.8,27.2,40.267,-1.34980277,92.3,0.021449751,9.909784872,3.040817614,1
Pennsylvania,Mifflin,73.3,85,50.219,7752.767184,76.16824508,0,39.60467281,18,-7,-21.9,-1.315,14.88650294,89.2,0.019506697,10.7850362,0.947158524,0
Pennsylvania,York,86,89.9,66.457,6153.075217,50.99977758,1,39.70478369,16,5,5.2,19.554,14.52157176,94.2,0.017592382,9.471382316,7.053877227,0
Pennsylvania,Lancaster,80.1,85,66.056,5716.870243,58.75272595,1,40.47516992,16,2,3.2,26.97,13.69353672,89.9,0.018690767,9.423444818,5.192551546,0
Pennsylvania,Northampton,87.6,90.9,70.471,4905.406512,43.6208692,1,40.8067315,14,4,0,10.36,24.80536681,93.2,0.023256957,10.88327301,7.19065791,1
